b,lambda_max,levina_mle,theilsen_slope,theilsen_d_s,n_points_fit,fit_ok
130,0.1,7.901550217369087,0.4111745783916688,0.8223491567833376,8,True
130,0.2,7.901550217369087,0.7714408093690183,1.5428816187380365,16,True
130,0.4,7.901550217369087,1.7237117264846313,3.4474234529692627,60,True
131,0.1,7.821491194049116,0.4275360810794788,0.8550721621589576,8,True
131,0.2,7.821491194049116,0.7523880866603021,1.5047761733206042,16,True
131,0.4,7.821491194049116,1.6132208063284095,3.226441612656819,58,True
132,0.1,7.940085540732096,0.4214536211787667,0.8429072423575334,8,True
132,0.2,7.940085540732096,0.7594265456963942,1.5188530913927885,16,True
132,0.4,7.940085540732096,1.5950958445286443,3.1901916890572886,58,True
133,0.1,7.969399727522219,0.4130412701832121,0.8260825403664241,8,True
133,0.2,7.969399727522219,0.7557222902562145,1.511444580512429,16,True
133,0.4,7.969399727522219,1.5974572243236695,3.194914448647339,57,True
134,0.1,7.935096551041584,0.4188949415245496,0.8377898830490992,8,True
134,0.2,7.935096551041584,0.7584365792614738,1.5168731585229476,16,True
134,0.4,7.935096551041584,1.6566570994364862,3.3133141988729724,58,True
135,0.1,7.880084209355111,0.40124446571241773,0.8024889314248355,8,True
135,0.2,7.880084209355111,0.8235011424138449,1.6470022848276897,17,True
135,0.4,7.880084209355111,1.6002620201020523,3.2005240402041046,59,True
136,0.1,7.8989106985589235,0.41452667047927955,0.8290533409585591,8,True
136,0.2,7.8989106985589235,0.8047013747410808,1.6094027494821617,17,True
136,0.4,7.8989106985589235,1.5691697263119346,3.1383394526238693,56,True
137,0.1,7.982308579603174,0.40828728715328155,0.8165745743065631,8,True
137,0.2,7.982308579603174,0.7226340185569132,1.4452680371138265,16,True
137,0.4,7.982308579603174,1.587147671478402,3.174295342956804,58,True
138,0.1,8.017379134038434,0.4161471831472549,0.8322943662945098,8,True
138,0.2,8.017379134038434,0.7667368466228521,1.5334736932457043,17,True
138,0.4,8.017379134038434,1.5354350037146873,3.0708700074293747,57,True
139,0.1,7.990717237039076,0.41062782622363975,0.8212556524472795,8,True
139,0.2,7.990717237039076,0.764929009830164,1.529858019660328,16,True
139,0.4,7.990717237039076,1.5897420473544621,3.1794840947089242,56,True
140,0.1,8.032576294184048,0.40450861172000174,0.8090172234400035,8,True
140,0.2,8.032576294184048,0.6905201559193062,1.3810403118386123,15,True
140,0.4,8.032576294184048,1.6991636812622675,3.398327362524535,59,True
141,0.1,7.959388014819786,0.41519710262846,0.83039420525692,8,True
141,0.2,7.959388014819786,0.8131002428867241,1.6262004857734482,17,True
141,0.4,7.959388014819786,1.5791195182677908,3.1582390365355817,57,True
142,0.1,8.084957078191803,0.42292112834297674,0.8458422566859535,8,True
142,0.2,8.084957078191803,0.807394340991945,1.61478868198389,17,True
142,0.4,8.084957078191803,1.5305508783804316,3.061101756760863,57,True
143,0.1,7.933230176580849,0.40716146017193944,0.8143229203438789,8,True
143,0.2,7.933230176580849,0.8144754338020637,1.6289508676041273,17,True
143,0.4,7.933230176580849,1.5245840167686457,3.0491680335372915,57,True
144,0.1,7.926412134993213,0.4140310538445912,0.8280621076891824,8,True
144,0.2,7.926412134993213,0.7954935757803245,1.590987151560649,16,True
144,0.4,7.926412134993213,1.6169334936656976,3.233866987331395,57,True
145,0.1,7.893522154423302,0.40682574630887125,0.8136514926177425,8,True
145,0.2,7.893522154423302,0.8261987226475295,1.652397445295059,17,True
145,0.4,7.893522154423302,1.5529223019374399,3.1058446038748797,58,True
146,0.1,7.991439495625553,0.40899644832872134,0.8179928966574427,8,True
146,0.2,7.991439495625553,0.7879844427952163,1.5759688855904326,16,True
146,0.4,7.991439495625553,1.6236359947632488,3.2472719895264976,58,True
147,0.1,8.049729217555004,0.4164838143618434,0.8329676287236868,8,True
147,0.2,8.049729217555004,0.8062338640745383,1.6124677281490767,17,True
147,0.4,8.049729217555004,1.5403626762627884,3.080725352525577,55,True
148,0.1,8.018409694386818,0.417805802298359,0.835611604596718,8,True
148,0.2,8.018409694386818,0.8097862195106847,1.6195724390213695,17,True
148,0.4,8.018409694386818,1.5935729406798966,3.1871458813597933,58,True
149,0.1,7.93076345426158,0.42551422254034366,0.8510284450806873,8,True
149,0.2,7.93076345426158,0.7754863331034862,1.5509726662069725,17,True
149,0.4,7.93076345426158,1.5601516791406305,3.120303358281261,59,True
150,0.1,8.019736022282547,0.4343423640384998,0.8686847280769996,8,True
150,0.2,8.019736022282547,0.7458540050940897,1.4917080101881794,16,True
150,0.4,8.019736022282547,1.5757127094316894,3.151425418863379,58,True
