b,levina_mle,lambda_max,n_points_fit,fit_ok,slope,stderr_slope,d_s
102,7.924481800577412,0.4,59,True,0.2642040624936603,0.03353885870591676,0.5284081249873206
103,7.951888225763228,0.1,8,True,0.10623081052994217,0.02464635951763313,0.21246162105988434
103,7.951888225763228,0.2,16,True,0.14752429422804744,0.0285200758751127,0.2950485884560949
103,7.951888225763228,0.4,59,True,0.2600496785889471,0.03370983859910709,0.5200993571778942
104,7.984616935622644,0.1,8,True,0.09942010773303615,0.023921636757429653,0.1988402154660723
104,7.984616935622644,0.2,17,True,0.14220017617728523,0.028013152522019944,0.28440035235457045
104,7.984616935622644,0.4,55,True,0.2381027311177534,0.03226802557056791,0.4762054622355068
105,7.931255851880159,0.1,8,True,0.10642617596972467,0.024850959398518887,0.21285235193944935
105,7.931255851880159,0.2,15,True,0.1435823066187988,0.028273923093795495,0.2871646132375976
105,7.931255851880159,0.4,57,True,0.2575022033684555,0.033449285322473744,0.515004406736911
106,7.967887636937665,0.1,8,True,0.10436652171514713,0.02458480546607517,0.20873304343029425
106,7.967887636937665,0.2,16,True,0.14510326663656756,0.028344234096591755,0.2902065332731351
106,7.967887636937665,0.4,58,True,0.2550399465109503,0.033063382892330406,0.5100798930219006
107,7.905868630041345,0.1,8,True,0.10574189448571096,0.024835934614737577,0.21148378897142192
107,7.905868630041345,0.2,17,True,0.15111783202775186,0.028963683603641748,0.3022356640555037
107,7.905868630041345,0.4,58,True,0.25873258646342234,0.03327899189042168,0.5174651729268447
108,7.942738786145612,0.1,8,True,0.09969136555459977,0.023750858492042688,0.19938273110919955
108,7.942738786145612,0.2,17,True,0.1424217930232948,0.02791853439399451,0.2848435860465896
108,7.942738786145612,0.4,58,True,0.24385847141496333,0.03225393565402825,0.48771694282992667
109,8.003552010032275,0.1,8,True,0.10903987068873065,0.025179032435588205,0.2180797413774613
109,8.003552010032275,0.2,16,True,0.15140327288111574,0.02906477951003735,0.3028065457622315
109,8.003552010032275,0.4,57,True,0.26388350303463337,0.03385618210093804,0.5277670060692667
110,7.981257069949162,0.1,8,True,0.10695864025365495,0.024789250973092848,0.2139172805073099
110,7.981257069949162,0.2,16,True,0.14854509274939792,0.02863536709914288,0.29709018549879584
110,7.981257069949162,0.4,58,True,0.2606525737605639,0.03357797126439258,0.5213051475211278
111,7.995093691551481,0.1,8,True,0.10743763063467923,0.024869710285168403,0.21487526126935846
111,7.995093691551481,0.2,17,True,0.1533624011875387,0.028991594033756108,0.3067248023750774
111,7.995093691551481,0.4,58,True,0.26181961971719847,0.03347867385063256,0.5236392394343969
112,7.8988417054826705,0.1,8,True,0.10517234667985412,0.024660372701456906,0.21034469335970823
112,7.8988417054826705,0.2,15,True,0.14189342164119226,0.028151500910410233,0.2837868432823845
112,7.8988417054826705,0.4,60,True,0.26043567139430274,0.03325965635080075,0.5208713427886055
113,7.956053948014691,0.1,8,True,0.10576884976458956,0.02450415847293363,0.2115376995291791
113,7.956053948014691,0.2,17,True,0.1508756139866873,0.028850400408114426,0.3017512279733746
113,7.956053948014691,0.4,57,True,0.2561135010003251,0.03326041178955705,0.5122270020006502
114,7.9402408913359475,0.1,8,True,0.1065133914217462,0.0246865838326046,0.2130267828434924
114,7.9402408913359475,0.2,16,True,0.147853182065568,0.028664099039825097,0.295706364131136
114,7.9402408913359475,0.4,60,True,0.2634901704874363,0.033520657688270776,0.5269803409748726
115,8.016001464345683,0.1,8,True,0.10018396249918592,0.02369771845418271,0.20036792499837183
115,8.016001464345683,0.2,16,True,0.13911540794559,0.02767271803073984,0.27823081589118
115,8.016001464345683,0.4,57,True,0.2427922612443965,0.03235302461244454,0.485584522488793
116,7.971925671272528,0.1,8,True,0.10103489497436427,0.024106112935476084,0.20206978994872854
116,7.971925671272528,0.2,16,True,0.14058692412755755,0.027730243632848928,0.2811738482551151
116,7.971925671272528,0.4,59,True,0.2485536590877826,0.03253654108635487,0.4971073181755652
117,7.883633622285084,0.1,8,True,0.10285227597655446,0.024235115454442756,0.2057045519531089
117,7.883633622285084,0.2,16,True,0.1428958090967133,0.028134808571516047,0.2857916181934266
117,7.883633622285084,0.4,57,True,0.2495089386384153,0.0327860844437024,0.4990178772768306
118,8.02495532251313,0.1,8,True,0.10758712121449665,0.024969893827441525,0.2151742424289933
118,8.02495532251313,0.2,16,True,0.14947447739238623,0.028733007097549702,0.29894895478477246
118,8.02495532251313,0.4,57,True,0.2607458681107273,0.03340179870961625,0.5214917362214546
119,7.908955402945107,0.1,8,True,0.106366761367924,0.024836165138589533,0.212733522735848
119,7.908955402945107,0.2,16,True,0.14783546156805322,0.028661846512358206,0.29567092313610643
119,7.908955402945107,0.4,58,True,0.2599583338296994,0.03334782408867813,0.5199166676593988
120,7.897384849624844,0.1,7,True,0.09803112248848969,0.023726212505475096,0.19606224497697938
120,7.897384849624844,0.2,17,True,0.14958287412314136,0.028744781549297247,0.2991657482462827
120,7.897384849624844,0.4,59,True,0.2577071607728594,0.03321612208706743,0.5154143215457188
121,7.90021076653581,0.1,8,True,0.1029775207046366,0.02439098209922095,0.2059550414092732
121,7.90021076653581,0.2,16,True,0.1431780467125671,0.02821704904884505,0.2863560934251342
121,7.90021076653581,0.4,59,True,0.25330760110560496,0.03302758116285696,0.5066152022112099
122,7.968829448651215,0.1,8,True,0.1069198411532922,0.02489734777507007,0.2138396823065844
122,7.968829448651215,0.2,17,True,0.1527621564134373,0.029041873132613576,0.3055243128268746
122,7.968829448651215,0.4,57,True,0.25953529516846957,0.03333521795820879,0.5190705903369391
123,7.980927790584729,0.1,8,True,0.10828845272331153,0.02498999828127027,0.21657690544662306
123,7.980927790584729,0.2,16,True,0.15035565481848878,0.028992709614850808,0.30071130963697756
123,7.980927790584729,0.4,56,True,0.2605541015992959,0.033598257833567,0.5211082031985917
124,7.992109037706336,0.1,8,True,0.10037524220115328,0.02399513121500231,0.20075048440230656
124,7.992109037706336,0.2,15,True,0.13548827007853076,0.02748105468241684,0.2709765401570615
124,7.992109037706336,0.4,58,True,0.2452500417910819,0.03254866191715177,0.4905000835821638
125,7.996844688860067,0.1,8,True,0.10519761981129598,0.0245923252853412,0.21039523962259196
125,7.996844688860067,0.2,16,True,0.14618044522385812,0.028340785617618866,0.29236089044771624
125,7.996844688860067,0.4,58,True,0.25665329882450627,0.033150251543402405,0.5133065976490125
126,7.9291298060448305,0.1,8,True,0.10577391498003545,0.02463761631304826,0.2115478299600709
126,7.9291298060448305,0.2,17,True,0.1510925596425234,0.02871763263306442,0.3021851192850468
126,7.9291298060448305,0.4,56,True,0.25445637103719915,0.03302619508604881,0.5089127420743983
127,7.909152196207451,0.1,8,True,0.10857536838766627,0.024998683621216627,0.21715073677533253
127,7.909152196207451,0.2,17,True,0.15497684471384313,0.029263372198969528,0.30995368942768625
127,7.909152196207451,0.4,59,True,0.26663873674672145,0.03377792773131654,0.5332774734934429
128,7.951352536746369,0.1,8,True,0.10618399234672693,0.024783575116327988,0.21236798469345386
128,7.951352536746369,0.2,16,True,0.14752841669530828,0.02853932573013942,0.29505683339061656
128,7.951352536746369,0.4,59,True,0.26071712836998645,0.033445246319070976,0.5214342567399729
129,8.005614820319174,0.1,8,True,0.1070718733357754,0.024795604349070494,0.2141437466715508
129,8.005614820319174,0.2,16,True,0.1487277385486813,0.028522728721697407,0.2974554770973626
129,8.005614820319174,0.4,58,True,0.26092311490043185,0.03331923164162608,0.5218462298008637
130,7.901550217369087,0.1,8,True,0.10249094200256045,0.02421802170787356,0.2049818840051209
130,7.901550217369087,0.2,16,True,0.14246192572002686,0.02797231656679002,0.2849238514400537
130,7.901550217369087,0.4,60,True,0.25333937845364596,0.03303433342574171,0.5066787569072919
131,7.821491194049116,0.1,8,True,0.1071650465614206,0.02504726882495578,0.2143300931228412
131,7.821491194049116,0.2,16,True,0.14888061611372894,0.028967929319139746,0.2977612322274579
131,7.821491194049116,0.4,58,True,0.2619394542898941,0.03364591674876738,0.5238789085797882
132,7.940085540732096,0.1,8,True,0.10806823694305061,0.025062069082723282,0.21613647388610122
132,7.940085540732096,0.2,16,True,0.15016838492886586,0.02884130986156687,0.3003367698577317
132,7.940085540732096,0.4,58,True,0.263822390753031,0.03356491236323913,0.527644781506062
133,7.969399727522219,0.1,8,True,0.10773901634550506,0.02502298466952874,0.21547803269101012
133,7.969399727522219,0.2,16,True,0.1496400806671627,0.028896185303954547,0.2992801613343254
133,7.969399727522219,0.4,57,True,0.2607661446031787,0.03369259092817064,0.5215322892063574
134,7.935096551041584,0.1,8,True,0.09758675644452577,0.023398847279610523,0.19517351288905155
134,7.935096551041584,0.2,16,True,0.13569931156429943,0.027192849718835784,0.27139862312859886
134,7.935096551041584,0.4,58,True,0.23800974216361617,0.032051677127153816,0.47601948432723235
135,7.880084209355111,0.1,8,True,0.10358180456046438,0.024285367534893628,0.20716360912092877
135,7.880084209355111,0.2,17,True,0.14787691294127286,0.0284969851141414,0.29575382588254573
135,7.880084209355111,0.4,59,True,0.25443217043223554,0.03306022280047241,0.5088643408644711
136,7.8989106985589235,0.1,8,True,0.10319289285119465,0.024400381870455148,0.2063857857023893
136,7.8989106985589235,0.2,17,True,0.14745724627799942,0.028584803723903197,0.29491449255599883
136,7.8989106985589235,0.4,56,True,0.2485062174394918,0.03293564475465762,0.4970124348789836
137,7.982308579603174,0.1,8,True,0.1074160221760198,0.024962496233736753,0.2148320443520396
137,7.982308579603174,0.2,16,True,0.14925740769693968,0.028790036562679287,0.29851481539387936
137,7.982308579603174,0.4,58,True,0.2623523849037116,0.03342884375053686,0.5247047698074232
138,8.017379134038434,0.1,8,True,0.09857070199891511,0.02371590841884182,0.19714140399783023
138,8.017379134038434,0.2,17,True,0.14103776313403396,0.027761341808479716,0.2820755262680679
138,8.017379134038434,0.4,57,True,0.23992585501424565,0.0318767291496303,0.4798517100284913
139,7.990717237039076,0.1,8,True,0.10668278852873016,0.0247632913755455,0.21336557705746031
139,7.990717237039076,0.2,16,True,0.1481926023401395,0.028581962976347616,0.296385204680279
139,7.990717237039076,0.4,56,True,0.2562635024775601,0.03333806045094737,0.5125270049551202
140,8.032576294184048,0.1,8,True,0.1058986519754578,0.024465601853327062,0.2117973039509156
140,8.032576294184048,0.2,15,True,0.14266767535713204,0.028029895768761172,0.2853353507142641
140,8.032576294184048,0.4,59,True,0.25922659955874316,0.033355090031933175,0.5184531991174863
141,7.959388014819786,0.1,8,True,0.09965563042956715,0.024001619296097808,0.1993112608591343
141,7.959388014819786,0.2,17,True,0.14254213536756677,0.028071990671649557,0.28508427073513354
141,7.959388014819786,0.4,57,True,0.24227645338717804,0.03234854622950346,0.4845529067743561
142,8.084957078191803,0.1,8,True,0.10762035249137065,0.02508646183180596,0.2152407049827413
142,8.084957078191803,0.2,17,True,0.15379625215099954,0.029105526547492475,0.3075925043019991
142,8.084957078191803,0.4,57,True,0.261294466040315,0.033350258561756975,0.52258893208063
143,7.933230176580849,0.1,8,True,0.10705093042388367,0.024765687428848035,0.21410186084776733
143,7.933230176580849,0.2,17,True,0.15271408963456995,0.028997147032732887,0.3054281792691399
143,7.933230176580849,0.4,57,True,0.25931379392410725,0.033372230570575964,0.5186275878482145
144,7.926412134993213,0.1,8,True,0.10583078587503489,0.024750045198599715,0.21166157175006978
144,7.926412134993213,0.2,16,True,0.14696028178558285,0.028727945382741957,0.2939205635711657
144,7.926412134993213,0.4,57,True,0.25649202841987345,0.03346865399288345,0.5129840568397469
145,7.893522154423302,0.1,8,True,0.10723405978035487,0.024800589676340086,0.21446811956070974
145,7.893522154423302,0.2,17,True,0.15298725202559105,0.02913603792177852,0.3059745040511821
145,7.893522154423302,0.4,58,True,0.2618468933564834,0.033482365759512946,0.5236937867129668
146,7.991439495625553,0.1,8,True,0.10688485323588937,0.024723046613073733,0.21376970647177873
146,7.991439495625553,0.2,16,True,0.14839835025019385,0.02870914838662306,0.2967967005003877
146,7.991439495625553,0.4,58,True,0.2604256386204856,0.03363106278772684,0.5208512772409712
147,8.049729217555004,0.1,8,True,0.10281189769539566,0.02429602619573523,0.20562379539079131
147,8.049729217555004,0.2,17,True,0.14689021991700235,0.028552619588789435,0.2937804398340047
147,8.049729217555004,0.4,55,True,0.2458048709086327,0.03278284568299783,0.4916097418172654
148,8.018409694386818,0.1,8,True,0.10919106888939255,0.025108176711986917,0.2183821377787851
148,8.018409694386818,0.2,17,True,0.15580021758887472,0.02937393060065279,0.31160043517774944
148,8.018409694386818,0.4,58,True,0.2661837243910194,0.033849156666530364,0.5323674487820388
149,7.93076345426158,0.1,8,True,0.10740845447876311,0.025179572230710837,0.21481690895752623
149,7.93076345426158,0.2,17,True,0.15358707022741375,0.029158302170243802,0.3071741404548275
149,7.93076345426158,0.4,59,True,0.2647490747500691,0.033519125620389056,0.5294981495001382
150,8.019736022282547,0.1,8,True,0.1049403709093076,0.024823693040331253,0.2098807418186152
150,8.019736022282547,0.2,16,True,0.14602950317896382,0.028476569207558738,0.29205900635792764
150,8.019736022282547,0.4,58,True,0.25718517815354613,0.03306733987757252,0.5143703563070923
