W,G,k,n_min,n_max,mean_min,mean_max,median_min,median_max,std_min,std_max,diff_means,cliffs_delta,p_perm,q_fdr,significant_fdr_0_05
264,6,16,10,10,8.705759950878194,9.04226129085228,7.762277489026685,9.473710153283026,3.5986009663489202,2.204074978054315,-0.3365013399740864,-0.2,0.8040979510244878,0.9509138560490747,False
264,6,17,10,10,8.651423587426205,8.55776613484584,7.877815524431819,8.15440677762696,3.199855305228773,2.3496953646128658,0.09365745258036462,-0.06,0.9470264867566217,0.991330421745649,False
264,6,18,10,10,8.758428323239444,8.355023088803268,7.945208543038335,7.961476226707875,3.189382907076972,2.562590395262287,0.4034052344361765,0.06,0.7631184407796102,0.9509138560490747,False
264,6,19,10,10,8.59502404222628,8.616074036714043,8.069652445579361,8.381024562554371,3.054143131501974,2.668054828398536,-0.021049994487762902,-0.06,0.9905047476261869,0.9960019990004998,False
264,6,20,10,10,8.684293364227134,8.522116843646454,8.333615752801235,8.397556352160738,2.874968339567699,2.6582465940658895,0.16217652058067955,0.0,0.9050474762618691,0.9725883326993221,False
264,12,5,10,10,12.45809535459236,14.447103091791394,10.606162135004631,12.901391374157463,7.202194134926683,4.449977412696491,-1.9890077371990351,-0.3,0.4577711144427786,0.8789205397301351,False
264,12,6,10,10,9.634638436968494,12.660406623859185,8.920234664868056,13.739290175028618,3.7937401753809437,4.011595031291698,-3.0257681868906907,-0.48,0.09895052473763119,0.4749625187406297,False
264,12,7,10,10,9.864968584114822,12.247845971652676,9.468100393204525,11.65722686459349,3.53914997934328,4.294714802369961,-2.382877387537855,-0.4,0.18140929535232383,0.7157502329916123,False
264,12,8,10,10,10.147633491832575,12.345048678308423,8.544636708930486,12.157402470805982,3.6748351027185184,4.90836597251553,-2.1974151864758475,-0.3,0.2733633183408296,0.7427229781335748,False
264,12,9,10,10,10.14984473778545,10.881586455332943,9.430029341745254,10.80649843560199,4.109053428316668,3.773345470263279,-0.731741717547493,-0.14,0.679160419790105,0.9355322338830584,False
264,12,10,10,10,9.682121560647413,10.842983065720313,9.729769502214541,11.127778921060656,3.0405403650209193,3.2814985410830606,-1.1608615050728996,-0.2,0.4107946026986507,0.8103345587480233,False
264,12,11,10,10,9.564200264251728,10.091396205550044,10.127370321880392,10.250427610488668,2.7945677674519076,3.2754238977797185,-0.5271959412983165,-0.1,0.7141429285357321,0.9509138560490747,False
264,12,12,10,10,9.520776399380669,10.005539092606316,9.555541031698226,10.728545329253663,3.1701062451420072,3.3632909060570184,-0.48476269322564747,-0.1,0.7426286856571714,0.9509138560490747,False
264,12,13,10,10,8.596693460738113,9.37508921275142,8.418330456472374,9.705239342654227,2.2788083682107962,2.941376946338648,-0.7783957520133065,-0.16,0.49075462268865566,0.8833583208395801,False
264,12,14,10,10,8.341791115516633,9.454205120512965,8.611809543925883,10.253511344391278,2.148803169026749,2.777002674949025,-1.1124140049963316,-0.38,0.32233883058470764,0.7699007639037624,False
264,12,15,10,10,8.181460432998026,9.449003768863582,8.494901459539367,10.186359958672163,2.2511752462340797,2.7254872631317575,-1.2675433358655557,-0.34,0.26036981509245377,0.7427229781335748,False
264,12,16,10,10,7.995797399162759,8.733172445285762,8.234330008113034,9.045649012416547,1.999632440854795,2.3917097417699145,-0.7373750461230024,-0.2,0.47926036981509246,0.8817869546239537,False
264,12,17,10,10,7.807177575069185,7.859732014858274,8.524808605201226,7.910195548304583,2.1484091208355216,1.9664321026661236,-0.05255443978908847,0.02,0.9500249875062469,0.991330421745649,False
264,12,18,10,10,7.806946826211492,7.635816295196155,8.239875284857405,7.675085540574663,2.2573122824474514,1.8743909327232535,0.17113053101533726,0.1,0.8500749625187406,0.9509138560490747,False
