W,G,cycle_phase,k,d_mean,d_std,n_windows
264,1,max,18,8.05971029536265,2.4789788485417055,288
264,1,max,19,7.997290362759799,2.6426019866948476,288
264,1,max,20,8.03836850375221,2.602918068144358,288
264,1,min,5,9.046914785187752,3.4971539902841045,276
264,1,min,6,10.534926046430755,3.591506032080136,276
264,1,min,7,9.409629919079872,2.921476971908541,276
264,1,min,8,10.345293952343384,3.2322519987981195,276
264,1,min,9,9.68533929903317,3.7005580290611393,276
264,1,min,10,10.154903810911508,3.8688709929490535,276
264,1,min,11,9.392535737693132,3.394998154561337,276
264,1,min,12,9.777777127634847,3.5533840305615594,276
264,1,min,13,9.359235400885703,2.850307630202062,276
264,1,min,14,9.53928767683392,2.8517715219011723,276
264,1,min,15,9.407779034620113,2.5699193233643847,276
264,1,min,16,9.541188399452423,2.70113613136055,276
264,1,min,17,9.577383855517594,2.5328815251290733,276
264,1,min,18,9.81641990597977,2.5752751040838313,276
264,1,min,19,9.93329627042238,2.642320050559964,276
264,1,min,20,9.983020223465179,2.61245448060227,276
264,1,rising,5,9.278400268216222,3.7664157977549255,900
264,1,rising,6,10.542115562848974,4.0010058703045654,900
264,1,rising,7,9.875037529028686,4.1153840652491445,900
264,1,rising,8,10.571873263622134,4.325501993200287,900
264,1,rising,9,9.487298503426219,4.228440236818633,900
264,1,rising,10,9.874672488816877,4.268542245599372,900
264,1,rising,11,9.460630683753205,4.702352275978885,900
264,1,rising,12,9.545713367157402,4.575820451573772,900
264,1,rising,13,8.22205384561652,3.5901053470602644,900
264,1,rising,14,8.241057553738226,3.497452677967831,900
264,1,rising,15,8.188568506864627,3.4624752476593312,900
264,1,rising,16,8.291745791632492,3.4654221667400105,900
264,1,rising,17,8.274231201963666,3.3589528096011687,900
264,1,rising,18,8.339319360322548,3.3509122967769613,900
264,1,rising,19,8.261328343608172,3.4138766963975495,900
264,1,rising,20,8.303345636833285,3.438549604028106,900
264,1,unknown,5,16.33077115690323,2.0270978524392342,80
264,1,unknown,6,18.561564658202855,2.4350902546451136,80
264,1,unknown,7,7.817957991990687,2.368377058972485,80
264,1,unknown,8,8.228771998678983,2.275223953282648,80
264,1,unknown,9,7.557389894453111,2.791020354640806,80
264,1,unknown,10,7.36817436961299,1.1226066446302736,80
264,1,unknown,11,7.521127089683731,0.9154319997920604,80
264,1,unknown,12,7.133716885227938,0.5808184472049497,80
264,1,unknown,13,5.247338330062908,0.40370536307177973,80
264,1,unknown,14,5.097530400256843,0.3104587943665074,80
264,1,unknown,15,4.521196910583955,0.4309535458261506,80
264,1,unknown,16,4.463010834891902,0.17943962700595845,80
264,1,unknown,17,4.406837876018218,0.1556174915253363,80
264,1,unknown,18,4.359056516436361,0.26104996838614164,80
264,1,unknown,19,3.823791390587354,0.3651135285319368,80
264,1,unknown,20,3.7165086076461953,0.3209974754796153,80
264,6,declining,5,20.76718210160787,20.551126807929947,244
264,6,declining,6,16.536737495351687,11.067644909871087,244
264,6,declining,7,14.201814384246815,8.47477895540547,244
264,6,declining,8,13.331683368932584,6.645384092991727,244
264,6,declining,9,12.291487795682285,5.7194391130080895,244
264,6,declining,10,11.862616527187916,5.465543548269363,244
264,6,declining,11,11.337321689374976,4.667190880010033,244
264,6,declining,12,10.757440147580683,3.8522735219420525,244
264,6,declining,13,10.333554247603011,3.3674974984573116,244
264,6,declining,14,10.21253751016432,3.3950726309066024,244
264,6,declining,15,10.05734593318116,3.310565029203576,244
264,6,declining,16,9.893381988552472,3.4077578167020275,244
264,6,declining,17,9.709542644919797,3.157185755397988,244
264,6,declining,18,9.556097884989725,3.0367233433081706,244
264,6,declining,19,9.374906233105646,2.8497280152962507,244
264,6,declining,20,9.309988449181777,2.7463145624748435,244
264,6,max,5,15.274000174617575,8.726997453342916,48
264,6,max,6,14.020331167522952,7.436757834722697,48
264,6,max,7,12.425280346973198,6.079113662172155,48
264,6,max,8,11.938785539847862,5.548096534632052,48
264,6,max,9,11.584181759136959,5.5380349680454595,48
264,6,max,10,10.721893592065022,4.111820919651733,48
264,6,max,11,10.814975239451327,4.311874166833959,48
264,6,max,12,10.18916632645625,3.7381263988778564,48
264,6,max,13,9.92482172594841,3.2600919281696865,48
264,6,max,14,9.755471048403694,3.0674725438595463,48
264,6,max,15,9.689400232213858,3.014433996609399,48
264,6,max,16,9.43621834470113,2.8345163575521948,48
264,6,max,17,9.308279525014521,2.8448007560374893,48
264,6,max,18,9.093817995170522,2.8772947769828066,48
264,6,max,19,9.106529996453585,2.8451756906516543,48
264,6,max,20,8.819062948768256,2.5995848374532318,48
264,6,min,5,20.768104760712337,18.681304495669917,46
264,6,min,6,15.815498561854453,11.070602743503132,46
264,6,min,7,13.396707242074266,7.321627955484551,46
264,6,min,8,12.222095761211893,6.03357614752877,46
264,6,min,9,11.895785546922268,5.414386543108311,46
264,6,min,10,11.1603923345853,4.560072783916341,46
264,6,min,11,10.938907151813892,4.6071210413569945,46
264,6,min,12,10.593988493490125,4.242599482596326,46
264,6,min,13,10.14455627314227,3.7268522806311446,46
264,6,min,14,9.792652856398991,3.461736302921132,46
264,6,min,15,9.831606943528017,3.355066805467681,46
264,6,min,16,9.561203322282225,3.4344327460982176,46
264,6,min,17,9.152625078873639,2.97804662441265,46
264,6,min,18,9.04927967552162,2.8696670785481673,46
264,6,min,19,8.92686727592315,2.6837945321928034,46
264,6,min,20,8.786221646490132,2.477895360824839,46
264,6,rising,5,15.454418335228535,14.027378098341533,150
264,6,rising,6,12.620896309942397,7.681627143204126,150
264,6,rising,7,11.865706944227323,6.133877131586652,150
264,6,rising,8,10.964147174478267,4.659049723948294,150
264,6,rising,9,10.541768944298132,3.8599025456355895,150
264,6,rising,10,10.294144518208485,3.7165248768690327,150
264,6,rising,11,9.976243409022857,3.534541849979105,150
264,6,rising,12,9.68945249312823,3.47743551541698,150
264,6,rising,13,9.370400580185358,3.1258262936378824,150
264,6,rising,14,9.064653421870643,2.956684787457253,150
264,6,rising,15,8.945606717793515,2.921388736958662,150
264,6,rising,16,8.817372459966707,2.8619124660061037,150
264,6,rising,17,8.699284400326086,2.7151973796987647,150
264,6,rising,18,8.562181576905727,2.6329824986737314,150
264,6,rising,19,8.376079798326835,2.5450241772542745,150
264,6,rising,20,8.206502012805124,2.4575646958356723,150
264,6,unknown,5,4.753753394473521,1.0885015874753818,13
264,6,unknown,6,5.507437802598667,1.245647197573813,13
264,6,unknown,7,5.405367049530568,0.9573187367882869,13
264,6,unknown,8,4.798830385567692,0.5945552248841203,13
264,6,unknown,9,4.520306501234365,0.7454148097135338,13
264,6,unknown,10,4.495852001087522,0.5099621060599533,13
264,6,unknown,11,4.690509655431463,0.5296540764329067,13
264,6,unknown,12,4.798804840884956,0.34615134280094,13
264,6,unknown,13,4.959841318288866,0.4826688716438274,13
264,6,unknown,14,5.016849212681406,0.487767286059322,13
264,6,unknown,15,5.064165369254719,0.4032284229722814,13
264,6,unknown,16,5.131800929655954,0.32510131839496664,13
264,6,unknown,17,5.047725980505492,0.278179948111442,13
264,6,unknown,18,5.031989072805032,0.29539176044820065,13
264,6,unknown,19,4.785739446520578,0.3219561319756971,13
264,6,unknown,20,4.9317053763036105,0.3105954033043413,13
264,12,declining,5,13.251679512131087,7.364146756324147,123
264,12,declining,6,12.987004308142103,7.054742444892195,123
264,12,declining,7,12.956920055037928,6.625688332502124,123
264,12,declining,8,12.136711507595951,5.878778935963555,123
264,12,declining,9,11.69682630336537,5.3608675730948585,123
264,12,declining,10,11.44595910399642,4.385652081412916,123
264,12,declining,11,10.842590741747305,3.5548592082838115,123
264,12,declining,12,10.381852821137153,3.38386274268671,123
264,12,declining,13,9.805357198309569,2.9807075790810895,123
264,12,declining,14,9.480933040266734,2.8756740551743825,123
264,12,declining,15,9.128836693584136,2.622081628465466,123
264,12,declining,16,8.581620813085864,2.478309970499258,123
264,12,declining,17,8.355671190824252,2.2657520148351913,123
264,12,declining,18,8.187464602293884,2.2362323131221293,123
264,12,declining,19,7.947400801155497,1.9696461898469773,123
264,12,declining,20,7.695104233164881,1.7110721277390006,123
264,12,max,5,14.598641452424774,7.027394377796177,24
264,12,max,6,12.991396542510111,4.658236591228466,24
264,12,max,7,11.63121181772261,3.604036039971226,24
264,12,max,8,11.708132449837393,3.928777201674582,24
264,12,max,9,11.133785147174654,3.757237760367024,24
264,12,max,10,10.641807402924252,3.4969722273462858,24
264,12,max,11,10.34046878882326,3.45925654107615,24
264,12,max,12,10.164685739831047,3.1541779258322205,24
264,12,max,13,9.655705905095465,2.980124928495066,24
264,12,max,14,9.409055647996022,2.8329758123387827,24
264,12,max,15,9.334099374907227,2.7978204409861487,24
264,12,max,16,8.927213888956347,2.7383441566855726,24
264,12,max,17,8.492727904614636,2.558424859774287,24
264,12,max,18,8.18276361441063,2.4616625861398824,24
264,12,max,19,8.049361991423076,2.3029887243825367,24
264,12,max,20,7.959681904108375,2.209713427170707,24
264,12,min,5,14.491255852623853,10.331282592394585,23
264,12,min,6,12.54957674660974,6.338361955763619,23
264,12,min,7,12.594049337204241,6.537932375730728,23
264,12,min,8,11.669486536330162,6.209183015033656,23
264,12,min,9,11.45691661976789,6.308204296524827,23
264,12,min,10,10.482424877229104,3.925319162814565,23
264,12,min,11,9.99700459534235,2.8449337950719875,23
264,12,min,12,9.630551476188911,2.7763004503952335,23
264,12,min,13,9.039196853645338,2.2904487913205664,23
264,12,min,14,8.688613179659454,2.4117927144240836,23
264,12,min,15,8.382850194192544,2.321971726861975,23
264,12,min,16,7.6307915856952135,1.6813479961407944,23
264,12,min,17,7.615932530200253,1.715869603468521,23
264,12,min,18,7.467322147032939,1.7400334571834166,23
264,12,min,19,7.274916880032983,1.4788741532944114,23
264,12,min,20,7.1230240990106,1.3344646703629661,23
264,12,rising,5,14.432942685053717,8.248664568451998,74
264,12,rising,6,12.238613169839867,5.964938874944996,74
264,12,rising,7,11.478327515748783,4.948978934834769,74
264,12,rising,8,10.93109721477689,4.948082806875606,74
264,12,rising,9,10.461960841682293,4.726395100980358,74
264,12,rising,10,9.817104659439696,3.418010376894281,74
264,12,rising,11,9.199245303583572,2.990546641036245,74
264,12,rising,12,8.926500694845066,2.9627968115322054,74
264,12,rising,13,8.736140132662749,2.9635113806461106,74
264,12,rising,14,8.502936032406845,2.9239351809147345,74
264,12,rising,15,8.250643899393804,2.9227081689449586,74
264,12,rising,16,7.936087798766309,2.6237642814493323,74
264,12,rising,17,7.749916955042811,2.3676679266409626,74
264,12,rising,18,7.503909275841908,2.294152201954986,74
264,12,rising,19,7.421807463304671,2.2387434822276218,74
264,12,rising,20,7.269317257806129,2.1541884714266124,74
264,12,unknown,5,7.122694411066179,1.7480172530580838,7
264,12,unknown,6,8.113865458848698,2.2900621698886785,7
264,12,unknown,7,8.026521741909422,0.7628540970496979,7
264,12,unknown,8,7.132478347837369,0.6800056840858085,7
264,12,unknown,9,6.020175127300222,0.9902627246935238,7
264,12,unknown,10,5.793362356329204,0.9213144489474036,7
264,12,unknown,11,5.480273965150642,1.3054092088726459,7
264,12,unknown,12,4.8669027491181085,1.1123385725028603,7
264,12,unknown,13,5.004967870073813,0.8188585545229566,7
264,12,unknown,14,5.119645593284866,0.7075082420993422,7
264,12,unknown,15,5.253295172875217,0.6954638525730314,7
264,12,unknown,16,5.2405823885613945,0.5048659034930484,7
264,12,unknown,17,5.2378959408405095,0.5115451712801737,7
264,12,unknown,18,5.353069022691267,0.5543142684867775,7
264,12,unknown,19,5.529978095255524,0.6329860425342078,7
264,12,unknown,20,5.626074511380701,0.43364401977363026,7
